name,pollen unit,dispersal unit and peculiarities,size (pollen unit),size of hydrated pollen (LM),shortest polar axis in equatorial view (LM),longest polar axis in equatorial view (LM),shortest diameter in equatorial or polar view (LM),longest diameter in equatorial or polar view (LM),pollen class,polarity,P/E-ratio,shape,outline in polar view,dominant orientation (LM),P/E-ratio (dry pollen),shape (dry pollen),outline in polar view (dry pollen),infoldings (dry pollen),aperture number,aperture type,aperture condition,aperture peculiarities,ornamentation LM,nexine,sexine,ornamentation SEM,suprasculpture SEM,tectum,infratectum,foot layer,endexine,intine,wall peculiarities,supratectal element,pollen coatings,reserves in cytoplasm,cell number,Ubisch bodies
Quercus nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus resinosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus robur,monad,monad,medium-sized (26-50 µm),31-35 µm,21-25 µm,26-30 µm,26-30 µm,31-35 µm,colpate,isopolar,oblate,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colpus,"colpate, tricolpate",colporoidate,"scabrate,  verrucate,  gemmate",-,-,perforate,-,eutectate,columellate,discontinuous,compact-continuous,monolayered,-,-,absent,lipids,2-celled,present
Quercus rubra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus serrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus stellata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus suber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus velutina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus virginiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quercus wislizenii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Racosperma pycnanthum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Racosperma salignum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Racosperma victoriae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculus sceleratus,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,colpate,isopolar,-,spheroidal,circular,-,prolate,-,lobate,aperture(s) sunken,3,colpus,"colpate, tricolpate",aperture membrane ornamented,echinate,-,-,"microechinate, perforate",-,eutectate,columellate,continuous,compact-discontinuous,monolayered,-,-,pollenkitt,"starch, lipids",2-celled,present
Rhododendron spp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhynchelytrum repens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhynchelytrum roseum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhynchelytrum tonsum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricinus communis,monad,monad,medium-sized (26-50 µm),26-30 µm,21-25 µm,26-30 µm,26-30 µm,26-30 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,reticulate,-,-,"microreticulate, microgemmate",-,-,-,-,-,-,-,-,-,-,-,present
Robinia pseudoacacia,monad,monad,-,26-30 µm,26-30 µm,26-30 µm,26-30 µm,26-30 µm,colporate,isopolar,-,spheroidal,circular,oblique,-,-,-,-,3,colpus,"colporate, tricolporate",aperture membrane psilate,psilate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rosa canina,monad,monad,medium-sized (26-50 µm),41-50 µm,26-30 µm,36-40 µm,31-35 µm,31-35 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",operculum,"rugulate,  striate",-,-,"striate, perforate",-,eutectate,columellate,continuous,compact-continuous,monolayered,-,-,pollenkitt,starch,2-celled,absent
Rosa damascena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosa rugosa,monad,monad,medium-sized (26-50 µm),"21-25 µm, 26-30 µm",21-25 µm,26-30 µm,26-30 µm,26-30 µm,colporate,isopolar,isodiametric,spheroidal,circular,oblique,-,-,-,-,3,colporus,"colporate, tricolporate",-, striate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Roystonea elata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roystonea floridana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roystonea regia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus allegheniensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumex acetosella,monad,monad,small (10-25 µm),21-25 µm,-,-,-,-,colporate,isopolar,isodiametric,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,3,colporus,"colporate, tricolporate",brevicolporus,reticulate,-,-,"perforate, microechinate, fossulate",-,-,-,-,-,-,-,-,-,-,-,present
Rumex angiocarpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumex crispus,monad,monad,medium-sized (26-50 µm),26-30 µm,-,-,-,-,colporate,isopolar,isodiametric,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,3,colporus,"colporate, tricolporate",-,reticulate,-,-,"microechinate, perforate, fossulate",-,-,-,-,-,-,-,-,-,-,-,present
Rumex dentatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumex tenuifolius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sabina scopulorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum aegyptiacum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum arenicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum biflorum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum boga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum caducum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum canaliculatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum casi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum chinense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum glaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum insulare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum klagha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum lota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum modhara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum officinarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum palisotii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum propinquum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum repens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum semidecumbens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum speciossisimum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum spontaneum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum tenuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix ambigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix ancorifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix caprea,monad,monad,small (10-25 µm),16-20 µm,11-15 µm,16-20 µm,16-20 µm,16-20 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",margo,reticulate,-,-,reticulate,-,semitectate,columellate,discontinuous,compact-continuous,monolayered,-,-,absent,-,-,absent
Salix conformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix crassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix denudata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix discolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix dubia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix falcata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix flavovirens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix fuscata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix lasiolepis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix ligustrina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix ludoviciana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix prinoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix purshiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix sensitiva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix squamata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix viminalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmalia malabarica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salsola incanescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salsola kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salsola oppositifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salsola pestifer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salsola tragus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salsola vermiculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salsola verticillata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus nigra,monad,monad,small (10-25 µm),16-20 µm,16-20 µm,16-20 µm,16-20 µm,16-20 µm,colporate,isopolar,isodiametric,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,reticulate,-,-,"reticulate, heterobrochate",-,semitectate,columellate,continuous,absent,monolayered,-,-,"pollenkitt, primexine matrix",-,3-celled,absent
Sarcobatus vermiculatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarothamnus scoparius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sceura marina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schedonorus arundinaceus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schedonorus elatior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schedonorus phoenix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schinus molle,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,colporate,isopolar,-,spheroidal,circular,-,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,-,-,-,striato-reticulate,-,-,-,-,-,-,-,-,-,-,-,-
Schinus terebinthifolius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus maritimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus maritimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secale cereale,monad,monad,large (51-100 µm),"41-50 µm, 51-100 µm",-,-,41-50 µm,51-100 µm,ulcerate,heteropolar,-,no suitable term,circular,polar,-,irregular,irregular,irregularly infolded,1,porus,ulcerate,"operculum, annulus",psilate,-,-,microechinate,-,eutectate,columellate,continuous,absent,monolayered,-,-,absent,"starch, polysaccharide vesicles",3-celled,present
Senecio jacobaea,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,colporate,isopolar,-,spheroidal,circular,-,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,-,-,-,"echinate, microreticulate",-,-,-,-,-,-,-,-,-,-,-,-
Senecio vulgaris,monad,monad,medium-sized (26-50 µm),"21-25 µm, 26-30 µm",26-30 µm,26-30 µm,21-25 µm,21-25 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,triangular,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,echinate,-,-,"echinate, perforate",-,-,-,-,-,-,-,-,-,-,-,-
Senna alata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senna occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senna siamea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senna tora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequoia sempervirens,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,-,heteropolar,-,spheroidal,circular,-,-,cup-shaped,circular,aperture(s) sunken,1,leptoma,-,-,scabrate,present,present,"microechinate, microverrucate, microrugulate",-,eutectate,granular,continuous,lamellar-continuous,-,"papilla, adhering Ubisch bodies",-,-,-,-,present
Setaria cenchroides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria erubescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria italica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinapis alba,monad,monad,medium-sized (26-50 µm),26-30 µm,21-25 µm,26-30 µm,26-30 µm,26-30 µm,colpate,isopolar,prolate,-,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colpus,"colpate, tricolpate",aperture membrane ornamented,reticulate,-,-,reticulate,-,semitectate,columellate,discontinuous,compact-continuous,monolayered,-,-,tryphine,-,3-celled,absent
Solanum lycopersicon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solanum lycopersicum,monad,monad,small (10-25 µm),16-20 µm,-,-,16-20 µm,16-20 µm,colporate,isopolar,isodiametric,spheroidal,circular,oblique,-,-,-,-,3,colporus,"colporate, tricolporate",-,psilate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Solidago canadensis,monad,monad,small (10-25 µm),16-20 µm,16-20 µm,16-20 µm,16-20 µm,16-20 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,echinate,-,-,"echinate, perforate",-,eutectate,columellate,continuous,compact-continuous,monolayered,-,-,pollenkitt,-,3-celled,absent
Solidago virgaurea,monad,monad,small (10-25 µm),"16-20 µm, 21-25 µm",16-20 µm,21-25 µm,21-25 µm,21-25 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,echinate,-,-,"echinate, perforate",-,-,-,-,-,-,-,-,-,-,-,-
Sorghum bicolor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorghum contortum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorghum halepense,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,ulcerate,heteropolar,prolate,-,circular,-,-,irregular,irregular,irregularly infolded,1,ulcus,ulcerate,operculum,-,-,-,"areolate, microechinate",-,-,-,-,-,-,-,-,absent,-,-,present
Sorghum vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spathiphyllum floribundum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spathodea campanulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spathodea nilotica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporobolus angustus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporobolus berterianus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporobolus berteroanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporobolus elongatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporobolus exilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporobolus indicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sporobolus lamarckii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statice sinuata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stenotaphrum secundatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strobus strobus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suaeda duripes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suaeda intermedia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suaeda moquinii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suaeda nigra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suaeda nigrescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suaeda ramosissima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suaeda suffrutescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suaeda torreyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suaeda fruticosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swietenia mahagoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swietenia mahogani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syringa vulgaris,monad,monad,medium-sized (26-50 µm),26-30 µm,26-30 µm,26-30 µm,21-25 µm,21-25 µm,colporate,isopolar,isodiametric,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,reticulate,-,-,reticulate,-,semitectate,columellate,continuous,in aperture only,monolayered,-,-,pollenkitt,starch,2-celled,absent
Syzygium aromaticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tagetes corymbosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tagetes lunulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tagetes patula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tagetes remotiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tagetes signata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tagetes tenuifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamarix gallica,monad,monad,small (10-25 µm),-,-,-,-,-,colpate,isopolar,-,spheroidal,circular,-,prolate,-,lobate,aperture(s) sunken,3,colpus,"colpate, tricolpate",-,-,-,-,microreticulate,-,-,-,-,-,-,-,-,-,-,-,-
Tanacetum cinerarifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanacetum cinerariifolium,monad,monad,medium-sized (26-50 µm),-,-,-,-,-,colporate,isopolar,-,spheroidal,circular,-,prolate,-,circular,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,-,-,-,"echinate, microreticulate",-,-,-,-,-,-,-,-,-,-,-,absent
Taraxacum officinale,monad,monad,small (10-25 µm),21-25 µm,21-25 µm,21-25 µm,21-25 µm,21-25 µm,lophate,isopolar,-,spheroidal,circular,oblique,-,spheroidal,circular,no suitable term,3,colporus,"colporate, tricolporate",-,"lophate,  echinate",-,-,"echinate, perforate",-,eutectate,alveolate,continuous,compact-continuous,monolayered,internal tectum,-,pollenkitt,starch,3-celled,absent
Taraxacum vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxodium distichum,monad,monad,medium-sized (26-50 µm),26-30 µm,-,-,21-25 µm,21-25 µm,-,heteropolar,-,spheroidal,circular,polar,-,irregular,irregular,-,1,leptoma,-,-,"scabrate,  verrucate,  gemmate",present,present,"microverrucate, microechinate, fossulate",-,eutectate,-,-,-,-,"papilla, adhering Ubisch bodies",-,-,-,-,present
Taxodium sempervirens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxus baccata,monad,monad,small (10-25 µm),26-30 µm,<10 µm,<10 µm,21-25 µm,21-25 µm,inaperturate,isopolar,isodiametric,spheroidal,elliptic,oblique,-,irregular,irregular,irregularly infolded,none,no aperture,inaperturate,-,"scabrate,  verrucate,  gemmate",-,-,microgemmate,-,-,-,-,-,-,-,-,-,-,-,-
Taxus cuspidata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tecoma africana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teloxys botrys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thuja occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thuja orientalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thuja plicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibouchina longifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilia cordata,monad,monad,medium-sized (26-50 µm),31-35 µm,21-25 µm,31-35 µm,26-30 µm,26-30 µm,colporate,isopolar,oblate,-,circular,oblique,-,cup-shaped,circular,interapertural area sunken,3,colporus,"colporate, tricolporate",brevicolpus,reticulate,-,-,"reticulate, perforate",-,-,-,-,-,-,-,-,-,-,-,-
Tilia europaea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trachynia distachya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tragus elatior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trema orientalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trewia nudiflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tricholaena repens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tricholaena rosea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tricholaena semidecumbens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tricholaena tonsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trifolium pratense,monad,monad,medium-sized (26-50 µm),41-50 µm,31-35 µm,36-40 µm,36-40 µm,36-40 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,lobate,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,reticulate,-,-,"reticulate, perforate",-,-,-,-,-,-,-,-,-,-,-,absent
Trisetum paniceum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triticum aestivum,monad,monad,large (51-100 µm),51-100 µm,-,-,51-100 µm,51-100 µm,ulcerate,heteropolar,prolate,-,circular,polar,prolate,-,irregular,interapertural area sunken,1,ulcus,ulcerate,"annulus, operculum",psilate,-,-,microechinate,-,eutectate,columellate,continuous,absent,monolayered,-,-,absent,"starch, polysaccharide vesicles",3-celled,present
Triticum cylindricum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triticum sylvaticum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triticum tauschii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Triticum urartu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsuga canadensis,monad,monad,large (51-100 µm),-,-,-,-,-,saccate,heteropolar,oblate,-,circular,-,-,cup-shaped,circular,-,1,leptoma,-,-,-,-,-,"verrucate, gemmate",-,-,-,-,-,-,saccus,-,-,-,-,-
Tsusiophyllum Ledum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulipa gesneriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tussilago farfara,monad,monad,medium-sized (26-50 µm),26-30 µm,21-25 µm,26-30 µm,26-30 µm,26-30 µm,colporate,isopolar,-,spheroidal,circular,oblique,prolate,-,triangular,aperture(s) sunken,3,colporus,"colporate, tricolporate",-,echinate,-,-,"echinate, perforate",-,-,-,-,-,-,-,-,-,-,-,-
Typha angustata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Typha domingensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Typha latifolia,tetrad,"tetrad tetrahedral, tetrad planar, tetrad decussate, tetrad linear, tetrad T-shaped",medium-sized (26-50 µm),51-100 µm,-,-,51-100 µm,51-100 µm,ulcerate,heteropolar,-,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,1,ulcus,ulcerate,-,reticulate,-,-,reticulate,-,-,-,-,-,-,-,-,-,-,-,-
Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus campestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus crassifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus floridana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus glabra,monad,monad,medium-sized (26-50 µm),31-35 µm,-,-,26-30 µm,26-30 µm,porate,heteropolar,-,spheroidal,circular,oblique,oblate,-,irregular,irregularly infolded,5,porus,porate,stephanoaperturate,"scabrate,  verrucate,  gemmate",-,-,"verrucate, granulate",-,-,-,-,-,-,-,-,absent,-,-,-
Ulmus integrifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus minor,monad,monad,medium-sized (26-50 µm),26-30 µm,-,-,26-30 µm,26-30 µm,porate,heteropolar,isodiametric,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,5,porus,porate,operculum,"scabrate,  verrucate,  gemmate",-,-,"verrucate, rugulate, granulate",-,eutectate,granular,absent,compact-continuous,monolayered,-,-,absent,starch,3-celled,present
Ulmus procera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus pumila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urochloa maxima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urochloa mutica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urtica dioica,monad,monad,small (10-25 µm),16-20 µm,-,-,16-20 µm,11-15 µm,porate,isopolar,oblate,spheroidal,circular,oblique,-,irregular,irregular,irregularly infolded,3,porus,"porate, triporate","operculum, annulus, oncus",psilate,-,-,"microverrucate, microechinate",-,eutectate,columellate,absent,compact-continuous,monolayered,-,-,absent,starch,2-celled,present
Vachellia farnesiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
